country,year,sex,age,suicides_no,population,suicides/100k_pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Brazil,2013,female,25-34 years,393.0,17492228.0,2.25,Brazil2013,0.752,2472806919902.0,13191.0,Millenials
Brazil,2013,female,15-24 years,362.0,17123318.0,2.11,Brazil2013,0.752,2472806919902.0,13191.0,Millenials
Brazil,2013,male,5-14 years,72.0,16555477.0,0.43,Brazil2013,0.752,2472806919902.0,13191.0,Generation Z
Brazil,2013,female,5-14 years,50.0,15923724.0,0.31,Brazil2013,0.752,2472806919902.0,13191.0,Generation Z
Brazil,2014,male,75+ years,390.0,2349303.0,16.6,Brazil2014,0.755,2455993625159.0,12975.0,Silent
Brazil,2014,male,55-74 years,1534.0,12492114.0,12.28,Brazil2014,0.755,2455993625159.0,12975.0,Boomers
Brazil,2014,male,35-54 years,3050.0,26475231.0,11.52,Brazil2014,0.755,2455993625159.0,12975.0,Generation X
Brazil,2014,male,25-34 years,1982.0,17601477.0,11.26,Brazil2014,0.755,2455993625159.0,12975.0,Millenials
Brazil,2014,male,15-24 years,1358.0,17606681.0,7.71,Brazil2014,0.755,2455993625159.0,12975.0,Millenials
Brazil,2014,female,35-54 years,871.0,27971096.0,3.11,Brazil2014,0.755,2455993625159.0,12975.0,Generation X
Brazil,2014,female,55-74 years,389.0,14550395.0,2.67,Brazil2014,0.755,2455993625159.0,12975.0,Boomers
Brazil,2014,female,25-34 years,457.0,17539955.0,2.61,Brazil2014,0.755,2455993625159.0,12975.0,Millenials
Brazil,2014,female,75+ years,83.0,3634999.0,2.28,Brazil2014,0.755,2455993625159.0,12975.0,Silent
Brazil,2014,female,15-24 years,371.0,17094729.0,2.17,Brazil2014,0.755,2455993625159.0,12975.0,Millenials
Brazil,2014,male,5-14 years,84.0,16299015.0,0.52,Brazil2014,0.755,2455993625159.0,12975.0,Generation Z
Brazil,2014,female,5-14 years,62.0,15670559.0,0.4,Brazil2014,0.755,2455993625159.0,12975.0,Generation Z
Brazil,2015,male,75+ years,470.0,2448560.0,19.19,Brazil2015,,1802214373741.0,9431.0,Silent
Brazil,2015,male,55-74 years,1693.0,12987357.0,13.04,Brazil2015,,1802214373741.0,9431.0,Boomers
Brazil,2015,male,35-54 years,3238.0,26989063.0,12.0,Brazil2015,,1802214373741.0,9431.0,Generation X
Brazil,2015,male,25-34 years,1897.0,17625976.0,10.76,Brazil2015,,1802214373741.0,9431.0,Millenials
Brazil,2015,male,15-24 years,1389.0,17569045.0,7.91,Brazil2015,,1802214373741.0,9431.0,Millenials
Brazil,2015,female,35-54 years,910.0,28461855.0,3.2,Brazil2015,,1802214373741.0,9431.0,Generation X
Brazil,2015,female,55-74 years,479.0,15122216.0,3.17,Brazil2015,,1802214373741.0,9431.0,Boomers
Brazil,2015,female,25-34 years,466.0,17546090.0,2.66,Brazil2015,,1802214373741.0,9431.0,Millenials
Brazil,2015,female,75+ years,89.0,3802086.0,2.34,Brazil2015,,1802214373741.0,9431.0,Silent
Brazil,2015,female,15-24 years,397.0,17047218.0,2.33,Brazil2015,,1802214373741.0,9431.0,Millenials
Brazil,2015,male,5-14 years,79.0,16057040.0,0.49,Brazil2015,,1802214373741.0,9431.0,Generation Z
Brazil,2015,female,5-14 years,56.0,15430579.0,0.36,Brazil2015,,1802214373741.0,9431.0,Generation Z
Bulgaria,1985,male,75+ years,218.0,166200.0,131.17,Bulgaria1985,0.686,17155421053.0,2044.0,G.I. Generation
Bulgaria,1985,female,75+ years,94.0,222700.0,42.21,Bulgaria1985,0.686,17155421053.0,2044.0,G.I. Generation
Bulgaria,1985,male,55-74 years,345.0,881600.0,39.13,Bulgaria1985,0.686,17155421053.0,2044.0,G.I. Generation
Bulgaria,1985,male,35-54 years,278.0,1217500.0,22.83,Bulgaria1985,0.686,17155421053.0,2044.0,Silent
Bulgaria,1985,female,55-74 years,168.0,952200.0,17.64,Bulgaria1985,0.686,17155421053.0,2044.0,G.I. Generation
Bulgaria,1985,male,25-34 years,105.0,624800.0,16.81,Bulgaria1985,0.686,17155421053.0,2044.0,Boomers
Bulgaria,1985,male,15-24 years,77.0,603600.0,12.76,Bulgaria1985,0.686,17155421053.0,2044.0,Generation X
Bulgaria,1985,female,35-54 years,91.0,1228400.0,7.41,Bulgaria1985,0.686,17155421053.0,2044.0,Silent
Bulgaria,1985,female,25-34 years,36.0,619200.0,5.81,Bulgaria1985,0.686,17155421053.0,2044.0,Boomers
Bulgaria,1985,female,15-24 years,31.0,575700.0,5.38,Bulgaria1985,0.686,17155421053.0,2044.0,Generation X
Bulgaria,1985,male,5-14 years,11.0,667800.0,1.65,Bulgaria1985,0.686,17155421053.0,2044.0,Generation X
Bulgaria,1985,female,5-14 years,2.0,632800.0,0.32,Bulgaria1985,0.686,17155421053.0,2044.0,Generation X
Bulgaria,1986,male,75+ years,172.0,165700.0,103.8,Bulgaria1986,,20249294118.0,2413.0,G.I. Generation
Bulgaria,1986,female,75+ years,96.0,223100.0,43.03,Bulgaria1986,,20249294118.0,2413.0,G.I. Generation
Bulgaria,1986,male,55-74 years,314.0,881400.0,35.63,Bulgaria1986,,20249294118.0,2413.0,G.I. Generation
Bulgaria,1986,male,35-54 years,290.0,1217600.0,23.82,Bulgaria1986,,20249294118.0,2413.0,Silent
Bulgaria,1986,male,25-34 years,123.0,624900.0,19.68,Bulgaria1986,,20249294118.0,2413.0,Boomers
Bulgaria,1986,female,55-74 years,184.0,951900.0,19.33,Bulgaria1986,,20249294118.0,2413.0,G.I. Generation
Bulgaria,1986,male,15-24 years,64.0,603700.0,10.6,Bulgaria1986,,20249294118.0,2413.0,Generation X
Bulgaria,1986,female,35-54 years,92.0,1228100.0,7.49,Bulgaria1986,,20249294118.0,2413.0,Silent
Bulgaria,1986,female,15-24 years,38.0,575900.0,6.6,Bulgaria1986,,20249294118.0,2413.0,Generation X
Bulgaria,1986,female,25-34 years,20.0,618800.0,3.23,Bulgaria1986,,20249294118.0,2413.0,Boomers
Bulgaria,1986,male,5-14 years,12.0,667500.0,1.8,Bulgaria1986,,20249294118.0,2413.0,Generation X
Bulgaria,1986,female,5-14 years,3.0,632900.0,0.47,Bulgaria1986,,20249294118.0,2413.0,Generation X
Bulgaria,1987,male,75+ years,228.0,172900.0,131.87,Bulgaria1987,,28101000000.0,3355.0,G.I. Generation
Bulgaria,1987,female,75+ years,101.0,238800.0,42.29,Bulgaria1987,,28101000000.0,3355.0,G.I. Generation
Bulgaria,1987,male,55-74 years,346.0,849500.0,40.73,Bulgaria1987,,28101000000.0,3355.0,G.I. Generation
Bulgaria,1987,male,35-54 years,283.0,1181700.0,23.95,Bulgaria1987,,28101000000.0,3355.0,Silent
Bulgaria,1987,female,55-74 years,177.0,946200.0,18.71,Bulgaria1987,,28101000000.0,3355.0,G.I. Generation
Bulgaria,1987,male,25-34 years,110.0,634200.0,17.34,Bulgaria1987,,28101000000.0,3355.0,Boomers
Bulgaria,1987,male,15-24 years,81.0,619800.0,13.07,Bulgaria1987,,28101000000.0,3355.0,Generation X
Bulgaria,1987,female,35-54 years,81.0,1197400.0,6.76,Bulgaria1987,,28101000000.0,3355.0,Silent
Bulgaria,1987,female,15-24 years,35.0,595300.0,5.88,Bulgaria1987,,28101000000.0,3355.0,Generation X
Bulgaria,1987,female,25-34 years,28.0,625200.0,4.48,Bulgaria1987,,28101000000.0,3355.0,Boomers
Bulgaria,1987,male,5-14 years,15.0,674100.0,2.23,Bulgaria1987,,28101000000.0,3355.0,Generation X
Bulgaria,1987,female,5-14 years,7.0,640300.0,1.09,Bulgaria1987,,28101000000.0,3355.0,Generation X
Bulgaria,1988,male,75+ years,204.0,172700.0,118.12,Bulgaria1988,,22555941176.0,2688.0,G.I. Generation
Bulgaria,1988,female,75+ years,102.0,241000.0,42.32,Bulgaria1988,,22555941176.0,2688.0,G.I. Generation
Bulgaria,1988,male,55-74 years,345.0,860200.0,40.11,Bulgaria1988,,22555941176.0,2688.0,G.I. Generation
Bulgaria,1988,male,35-54 years,278.0,1180000.0,23.56,Bulgaria1988,,22555941176.0,2688.0,Silent
Bulgaria,1988,female,55-74 years,165.0,962400.0,17.14,Bulgaria1988,,22555941176.0,2688.0,G.I. Generation
Bulgaria,1988,male,25-34 years,99.0,629400.0,15.73,Bulgaria1988,,22555941176.0,2688.0,Boomers
Bulgaria,1988,male,15-24 years,78.0,624000.0,12.5,Bulgaria1988,,22555941176.0,2688.0,Generation X
Bulgaria,1988,female,35-54 years,79.0,1197300.0,6.6,Bulgaria1988,,22555941176.0,2688.0,Silent
Bulgaria,1988,female,25-34 years,39.0,620000.0,6.29,Bulgaria1988,,22555941176.0,2688.0,Boomers
Bulgaria,1988,female,15-24 years,37.0,598100.0,6.19,Bulgaria1988,,22555941176.0,2688.0,Generation X
Bulgaria,1988,male,5-14 years,21.0,669200.0,3.14,Bulgaria1988,,22555941176.0,2688.0,Generation X
Bulgaria,1988,female,5-14 years,5.0,635500.0,0.79,Bulgaria1988,,22555941176.0,2688.0,Generation X
Bulgaria,1989,male,75+ years,213.0,174000.0,122.41,Bulgaria1989,,21988444444.0,2617.0,G.I. Generation
Bulgaria,1989,male,55-74 years,345.0,869600.0,39.67,Bulgaria1989,,21988444444.0,2617.0,G.I. Generation
Bulgaria,1989,female,75+ years,95.0,244200.0,38.9,Bulgaria1989,,21988444444.0,2617.0,G.I. Generation
Bulgaria,1989,male,35-54 years,289.0,1177800.0,24.54,Bulgaria1989,,21988444444.0,2617.0,Silent
Bulgaria,1989,female,55-74 years,171.0,977600.0,17.49,Bulgaria1989,,21988444444.0,2617.0,G.I. Generation
Bulgaria,1989,male,25-34 years,107.0,623900.0,17.15,Bulgaria1989,,21988444444.0,2617.0,Boomers
Bulgaria,1989,male,15-24 years,69.0,633700.0,10.89,Bulgaria1989,,21988444444.0,2617.0,Generation X
Bulgaria,1989,female,35-54 years,83.0,1196400.0,6.94,Bulgaria1989,,21988444444.0,2617.0,Silent
Bulgaria,1989,female,15-24 years,39.0,606700.0,6.43,Bulgaria1989,,21988444444.0,2617.0,Generation X
Bulgaria,1989,female,25-34 years,28.0,614200.0,4.56,Bulgaria1989,,21988444444.0,2617.0,Boomers
Bulgaria,1989,male,5-14 years,18.0,659300.0,2.73,Bulgaria1989,,21988444444.0,2617.0,Generation X
Bulgaria,1989,female,5-14 years,3.0,625800.0,0.48,Bulgaria1989,,21988444444.0,2617.0,Generation X
Bulgaria,1990,male,75+ years,174.0,179200.0,97.1,Bulgaria1990,0.695,20632090909.0,2451.0,G.I. Generation
Bulgaria,1990,female,75+ years,98.0,252100.0,38.87,Bulgaria1990,0.695,20632090909.0,2451.0,G.I. Generation
Bulgaria,1990,male,55-74 years,294.0,873400.0,33.66,Bulgaria1990,0.695,20632090909.0,2451.0,G.I. Generation
Bulgaria,1990,male,35-54 years,242.0,1177100.0,20.56,Bulgaria1990,0.695,20632090909.0,2451.0,Silent
Bulgaria,1990,male,25-34 years,106.0,617000.0,17.18,Bulgaria1990,0.695,20632090909.0,2451.0,Boomers
Bulgaria,1990,female,55-74 years,161.0,986100.0,16.33,Bulgaria1990,0.695,20632090909.0,2451.0,G.I. Generation
Bulgaria,1990,male,15-24 years,90.0,646500.0,13.92,Bulgaria1990,0.695,20632090909.0,2451.0,Generation X
Bulgaria,1990,female,35-54 years,86.0,1197400.0,7.18,Bulgaria1990,0.695,20632090909.0,2451.0,Silent
Bulgaria,1990,female,25-34 years,30.0,606700.0,4.94,Bulgaria1990,0.695,20632090909.0,2451.0,Boomers
Bulgaria,1990,female,15-24 years,26.0,618000.0,4.21,Bulgaria1990,0.695,20632090909.0,2451.0,Generation X
Bulgaria,1990,male,5-14 years,14.0,649200.0,2.16,Bulgaria1990,0.695,20632090909.0,2451.0,Generation X
Bulgaria,1990,female,5-14 years,2.0,615800.0,0.32,Bulgaria1990,0.695,20632090909.0,2451.0,Generation X
Bulgaria,1991,male,75+ years,203.0,176700.0,114.88,Bulgaria1991,,10943548387.0,1298.0,G.I. Generation
Bulgaria,1991,male,55-74 years,306.0,880600.0,34.75,Bulgaria1991,,10943548387.0,1298.0,Silent
Bulgaria,1991,female,75+ years,74.0,250600.0,29.53,Bulgaria1991,,10943548387.0,1298.0,G.I. Generation
Bulgaria,1991,male,35-54 years,289.0,1180500.0,24.48,Bulgaria1991,,10943548387.0,1298.0,Boomers
Bulgaria,1991,female,55-74 years,188.0,999700.0,18.81,Bulgaria1991,,10943548387.0,1298.0,Silent
Bulgaria,1991,male,25-34 years,111.0,608100.0,18.25,Bulgaria1991,,10943548387.0,1298.0,Boomers
Bulgaria,1991,male,15-24 years,80.0,659600.0,12.13,Bulgaria1991,,10943548387.0,1298.0,Generation X
Bulgaria,1991,female,35-54 years,69.0,1202100.0,5.74,Bulgaria1991,,10943548387.0,1298.0,Boomers
Bulgaria,1991,female,25-34 years,23.0,596900.0,3.85,Bulgaria1991,,10943548387.0,1298.0,Boomers
Bulgaria,1991,female,15-24 years,23.0,630000.0,3.65,Bulgaria1991,,10943548387.0,1298.0,Generation X
Bulgaria,1991,male,5-14 years,12.0,639800.0,1.88,Bulgaria1991,,10943548387.0,1298.0,Millenials
Bulgaria,1991,female,5-14 years,6.0,607300.0,0.99,Bulgaria1991,,10943548387.0,1298.0,Millenials
Bulgaria,1992,male,75+ years,206.0,164500.0,125.23,Bulgaria1992,,10350515464.0,1287.0,G.I. Generation
Bulgaria,1992,female,75+ years,104.0,234600.0,44.33,Bulgaria1992,,10350515464.0,1287.0,G.I. Generation
Bulgaria,1992,male,55-74 years,367.0,874400.0,41.97,Bulgaria1992,,10350515464.0,1287.0,Silent
Bulgaria,1992,male,35-54 years,319.0,1126700.0,28.31,Bulgaria1992,,10350515464.0,1287.0,Boomers
Bulgaria,1992,male,25-34 years,112.0,560600.0,19.98,Bulgaria1992,,10350515464.0,1287.0,Boomers
Bulgaria,1992,female,55-74 years,166.0,995100.0,16.68,Bulgaria1992,,10350515464.0,1287.0,Silent
Bulgaria,1992,male,15-24 years,98.0,626200.0,15.65,Bulgaria1992,,10350515464.0,1287.0,Generation X
Bulgaria,1992,female,35-54 years,81.0,1154800.0,7.01,Bulgaria1992,,10350515464.0,1287.0,Boomers
Bulgaria,1992,female,25-34 years,27.0,552500.0,4.89,Bulgaria1992,,10350515464.0,1287.0,Boomers
Bulgaria,1992,female,15-24 years,29.0,601100.0,4.82,Bulgaria1992,,10350515464.0,1287.0,Generation X
Bulgaria,1992,male,5-14 years,6.0,591000.0,1.02,Bulgaria1992,,10350515464.0,1287.0,Millenials
Bulgaria,1992,female,5-14 years,4.0,560000.0,0.71,Bulgaria1992,,10350515464.0,1287.0,Millenials
Bulgaria,1993,male,75+ years,141.0,156400.0,90.15,Bulgaria1993,,10829710145.0,1354.0,G.I. Generation
Bulgaria,1993,female,75+ years,96.0,225400.0,42.59,Bulgaria1993,,10829710145.0,1354.0,G.I. Generation
Bulgaria,1993,male,55-74 years,351.0,879900.0,39.89,Bulgaria1993,,10829710145.0,1354.0,Silent
Bulgaria,1993,male,35-54 years,308.0,1122800.0,27.43,Bulgaria1993,,10829710145.0,1354.0,Boomers
Bulgaria,1993,male,25-34 years,116.0,554600.0,20.92,Bulgaria1993,,10829710145.0,1354.0,Boomers
Bulgaria,1993,female,55-74 years,197.0,1008800.0,19.53,Bulgaria1993,,10829710145.0,1354.0,Silent
Bulgaria,1993,male,15-24 years,97.0,628100.0,15.44,Bulgaria1993,,10829710145.0,1354.0,Generation X
Bulgaria,1993,female,25-34 years,45.0,545500.0,8.25,Bulgaria1993,,10829710145.0,1354.0,Boomers
Bulgaria,1993,female,35-54 years,72.0,1154100.0,6.24,Bulgaria1993,,10829710145.0,1354.0,Boomers
Bulgaria,1993,female,15-24 years,34.0,602700.0,5.64,Bulgaria1993,,10829710145.0,1354.0,Generation X
Bulgaria,1993,male,5-14 years,10.0,576500.0,1.73,Bulgaria1993,,10829710145.0,1354.0,Millenials
Bulgaria,1993,female,5-14 years,3.0,546200.0,0.55,Bulgaria1993,,10829710145.0,1354.0,Millenials
Bulgaria,1994,male,75+ years,175.0,155600.0,112.47,Bulgaria1994,,9697416974.0,1213.0,G.I. Generation
Bulgaria,1994,male,55-74 years,364.0,876800.0,41.51,Bulgaria1994,,9697416974.0,1213.0,Silent
Bulgaria,1994,female,75+ years,86.0,225000.0,38.22,Bulgaria1994,,9697416974.0,1213.0,G.I. Generation
Bulgaria,1994,male,35-54 years,329.0,1125000.0,29.24,Bulgaria1994,,9697416974.0,1213.0,Boomers
Bulgaria,1994,female,55-74 years,160.0,1013800.0,15.78,Bulgaria1994,,9697416974.0,1213.0,Silent
Bulgaria,1994,male,25-34 years,87.0,558000.0,15.59,Bulgaria1994,,9697416974.0,1213.0,Boomers
Bulgaria,1994,male,15-24 years,84.0,629400.0,13.35,Bulgaria1994,,9697416974.0,1213.0,Generation X
Bulgaria,1994,female,35-54 years,103.0,1158400.0,8.89,Bulgaria1994,,9697416974.0,1213.0,Boomers
Bulgaria,1994,female,25-34 years,33.0,547900.0,6.02,Bulgaria1994,,9697416974.0,1213.0,Boomers
Bulgaria,1994,female,15-24 years,30.0,602800.0,4.98,Bulgaria1994,,9697416974.0,1213.0,Generation X
Bulgaria,1994,male,5-14 years,9.0,566000.0,1.59,Bulgaria1994,,9697416974.0,1213.0,Millenials
Bulgaria,1994,female,5-14 years,4.0,536800.0,0.75,Bulgaria1994,,9697416974.0,1213.0,Millenials
Bulgaria,1995,male,75+ years,169.0,161300.0,104.77,Bulgaria1995,0.696,13063422619.0,1636.0,G.I. Generation
Bulgaria,1995,male,55-74 years,349.0,866200.0,40.29,Bulgaria1995,0.696,13063422619.0,1636.0,Silent
Bulgaria,1995,female,75+ years,83.0,233300.0,35.58,Bulgaria1995,0.696,13063422619.0,1636.0,G.I. Generation
Bulgaria,1995,male,35-54 years,307.0,1127000.0,27.24,Bulgaria1995,0.696,13063422619.0,1636.0,Boomers
Bulgaria,1995,female,55-74 years,184.0,1009300.0,18.23,Bulgaria1995,0.696,13063422619.0,1636.0,Silent
Bulgaria,1995,male,25-34 years,101.0,562200.0,17.97,Bulgaria1995,0.696,13063422619.0,1636.0,Generation X
Bulgaria,1995,male,15-24 years,87.0,627900.0,13.86,Bulgaria1995,0.696,13063422619.0,1636.0,Generation X
Bulgaria,1995,female,35-54 years,79.0,1162300.0,6.8,Bulgaria1995,0.696,13063422619.0,1636.0,Boomers
Bulgaria,1995,female,25-34 years,37.0,550300.0,6.72,Bulgaria1995,0.696,13063422619.0,1636.0,Generation X
Bulgaria,1995,female,15-24 years,24.0,601300.0,3.99,Bulgaria1995,0.696,13063422619.0,1636.0,Generation X
Bulgaria,1995,male,5-14 years,7.0,555500.0,1.26,Bulgaria1995,0.696,13063422619.0,1636.0,Millenials
Bulgaria,1995,female,5-14 years,6.0,527300.0,1.14,Bulgaria1995,0.696,13063422619.0,1636.0,Millenials
Bulgaria,1996,male,75+ years,191.0,166200.0,114.92,Bulgaria1996,,10109612142.0,1270.0,G.I. Generation
Bulgaria,1996,male,55-74 years,351.0,855500.0,41.03,Bulgaria1996,,10109612142.0,1270.0,Silent
Bulgaria,1996,female,75+ years,94.0,242600.0,38.75,Bulgaria1996,,10109612142.0,1270.0,G.I. Generation
Bulgaria,1996,male,35-54 years,376.0,1129300.0,33.29,Bulgaria1996,,10109612142.0,1270.0,Boomers
Bulgaria,1996,female,55-74 years,168.0,1002600.0,16.76,Bulgaria1996,,10109612142.0,1270.0,Silent
Bulgaria,1996,male,25-34 years,91.0,564800.0,16.11,Bulgaria1996,,10109612142.0,1270.0,Generation X
Bulgaria,1996,male,15-24 years,95.0,626300.0,15.17,Bulgaria1996,,10109612142.0,1270.0,Generation X
Bulgaria,1996,female,35-54 years,90.0,1165500.0,7.72,Bulgaria1996,,10109612142.0,1270.0,Boomers
Bulgaria,1996,female,25-34 years,31.0,551000.0,5.63,Bulgaria1996,,10109612142.0,1270.0,Generation X
Bulgaria,1996,female,15-24 years,25.0,599600.0,4.17,Bulgaria1996,,10109612142.0,1270.0,Generation X
Bulgaria,1996,female,5-14 years,7.0,516300.0,1.36,Bulgaria1996,,10109612142.0,1270.0,Millenials
Bulgaria,1996,male,5-14 years,7.0,543600.0,1.29,Bulgaria1996,,10109612142.0,1270.0,Millenials
Bulgaria,1997,male,75+ years,168.0,170100.0,98.77,Bulgaria1997,,11195612105.0,1411.0,G.I. Generation
Bulgaria,1997,male,55-74 years,348.0,844400.0,41.21,Bulgaria1997,,11195612105.0,1411.0,Silent
Bulgaria,1997,female,75+ years,95.0,251000.0,37.85,Bulgaria1997,,11195612105.0,1411.0,G.I. Generation
Bulgaria,1997,male,35-54 years,301.0,1130700.0,26.62,Bulgaria1997,,11195612105.0,1411.0,Boomers
Bulgaria,1997,female,55-74 years,198.0,994900.0,19.9,Bulgaria1997,,11195612105.0,1411.0,Silent
Bulgaria,1997,male,25-34 years,87.0,566600.0,15.35,Bulgaria1997,,11195612105.0,1411.0,Generation X
Bulgaria,1997,male,15-24 years,88.0,625200.0,14.08,Bulgaria1997,,11195612105.0,1411.0,Generation X
Bulgaria,1997,female,35-54 years,103.0,1168000.0,8.82,Bulgaria1997,,11195612105.0,1411.0,Boomers
Bulgaria,1997,female,25-34 years,31.0,550900.0,5.63,Bulgaria1997,,11195612105.0,1411.0,Generation X
Bulgaria,1997,female,15-24 years,29.0,598000.0,4.85,Bulgaria1997,,11195612105.0,1411.0,Generation X
Bulgaria,1997,male,5-14 years,10.0,530100.0,1.89,Bulgaria1997,,11195612105.0,1411.0,Millenials
Bulgaria,1997,female,5-14 years,7.0,504000.0,1.39,Bulgaria1997,,11195612105.0,1411.0,Millenials
Bulgaria,1998,male,75+ years,201.0,174000.0,115.52,Bulgaria1998,,14630992956.0,1852.0,G.I. Generation
Bulgaria,1998,female,75+ years,131.0,260000.0,50.38,Bulgaria1998,,14630992956.0,1852.0,G.I. Generation
Bulgaria,1998,male,55-74 years,359.0,833300.0,43.08,Bulgaria1998,,14630992956.0,1852.0,Silent
Bulgaria,1998,male,35-54 years,299.0,1130500.0,26.45,Bulgaria1998,,14630992956.0,1852.0,Boomers
Bulgaria,1998,male,25-34 years,95.0,568800.0,16.7,Bulgaria1998,,14630992956.0,1852.0,Generation X
Bulgaria,1998,female,55-74 years,156.0,986700.0,15.81,Bulgaria1998,,14630992956.0,1852.0,Silent
Bulgaria,1998,male,15-24 years,92.0,623300.0,14.76,Bulgaria1998,,14630992956.0,1852.0,Generation X
Bulgaria,1998,female,35-54 years,90.0,1168900.0,7.7,Bulgaria1998,,14630992956.0,1852.0,Boomers
Bulgaria,1998,female,25-34 years,33.0,552600.0,5.97,Bulgaria1998,,14630992956.0,1852.0,Generation X
Bulgaria,1998,female,15-24 years,35.0,594600.0,5.89,Bulgaria1998,,14630992956.0,1852.0,Generation X
Bulgaria,1998,male,5-14 years,9.0,516100.0,1.74,Bulgaria1998,,14630992956.0,1852.0,Millenials
Bulgaria,1998,female,5-14 years,3.0,490700.0,0.61,Bulgaria1998,,14630992956.0,1852.0,Millenials
Bulgaria,1999,male,75+ years,178.0,179600.0,99.11,Bulgaria1999,,13495075366.0,1715.0,G.I. Generation
Bulgaria,1999,male,55-74 years,318.0,822900.0,38.64,Bulgaria1999,,13495075366.0,1715.0,Silent
Bulgaria,1999,female,75+ years,76.0,270700.0,28.08,Bulgaria1999,,13495075366.0,1715.0,G.I. Generation
Bulgaria,1999,male,35-54 years,301.0,1130200.0,26.63,Bulgaria1999,,13495075366.0,1715.0,Boomers
Bulgaria,1999,male,25-34 years,87.0,576100.0,15.1,Bulgaria1999,,13495075366.0,1715.0,Generation X
Bulgaria,1999,female,55-74 years,134.0,978500.0,13.69,Bulgaria1999,,13495075366.0,1715.0,Silent
Bulgaria,1999,male,15-24 years,74.0,616600.0,12.0,Bulgaria1999,,13495075366.0,1715.0,Generation X
Bulgaria,1999,female,35-54 years,80.0,1168900.0,6.84,Bulgaria1999,,13495075366.0,1715.0,Boomers
Bulgaria,1999,female,25-34 years,29.0,560000.0,5.18,Bulgaria1999,,13495075366.0,1715.0,Generation X
Bulgaria,1999,female,15-24 years,20.0,586400.0,3.41,Bulgaria1999,,13495075366.0,1715.0,Generation X
Bulgaria,1999,male,5-14 years,7.0,500600.0,1.4,Bulgaria1999,,13495075366.0,1715.0,Millenials
Bulgaria,1999,female,5-14 years,3.0,476100.0,0.63,Bulgaria1999,,13495075366.0,1715.0,Millenials
Bulgaria,2000,male,75+ years,180.0,186383.0,96.58,Bulgaria2000,0.713,13153016531.0,1680.0,G.I. Generation
Bulgaria,2000,male,55-74 years,289.0,813692.0,35.52,Bulgaria2000,0.713,13153016531.0,1680.0,Silent
Bulgaria,2000,female,75+ years,100.0,282130.0,35.44,Bulgaria2000,0.713,13153016531.0,1680.0,G.I. Generation
Bulgaria,2000,male,35-54 years,371.0,1127394.0,32.91,Bulgaria2000,0.713,13153016531.0,1680.0,Boomers
Bulgaria,2000,male,25-34 years,102.0,587705.0,17.36,Bulgaria2000,0.713,13153016531.0,1680.0,Generation X
Bulgaria,2000,female,55-74 years,128.0,971686.0,13.17,Bulgaria2000,0.713,13153016531.0,1680.0,Silent
Bulgaria,2000,male,15-24 years,54.0,605944.0,8.91,Bulgaria2000,0.713,13153016531.0,1680.0,Generation X
Bulgaria,2000,female,35-54 years,97.0,1165489.0,8.32,Bulgaria2000,0.713,13153016531.0,1680.0,Boomers
Bulgaria,2000,female,25-34 years,37.0,570536.0,6.49,Bulgaria2000,0.713,13153016531.0,1680.0,Generation X
Bulgaria,2000,female,15-24 years,20.0,575493.0,3.48,Bulgaria2000,0.713,13153016531.0,1680.0,Generation X
Bulgaria,2000,male,5-14 years,5.0,482907.0,1.04,Bulgaria2000,0.713,13153016531.0,1680.0,Millenials
Bulgaria,2000,female,5-14 years,0.0,459736.0,0.0,Bulgaria2000,0.713,13153016531.0,1680.0,Millenials
Bulgaria,2001,male,75+ years,162.0,192843.0,84.01,Bulgaria2001,,14075616789.0,1854.0,Silent
Bulgaria,2001,male,55-74 years,321.0,805300.0,39.86,Bulgaria2001,,14075616789.0,1854.0,Silent
Bulgaria,2001,female,75+ years,101.0,298153.0,33.88,Bulgaria2001,,14075616789.0,1854.0,Silent
Bulgaria,2001,male,35-54 years,301.0,1099625.0,27.37,Bulgaria2001,,14075616789.0,1854.0,Boomers
Bulgaria,2001,male,25-34 years,100.0,569711.0,17.55,Bulgaria2001,,14075616789.0,1854.0,Generation X
Bulgaria,2001,female,55-74 years,118.0,963174.0,12.25,Bulgaria2001,,14075616789.0,1854.0,Silent
Bulgaria,2001,male,15-24 years,63.0,569649.0,11.06,Bulgaria2001,,14075616789.0,1854.0,Millenials
Bulgaria,2001,female,35-54 years,94.0,1123319.0,8.37,Bulgaria2001,,14075616789.0,1854.0,Boomers
Bulgaria,2001,female,15-24 years,25.0,539883.0,4.63,Bulgaria2001,,14075616789.0,1854.0,Millenials
Bulgaria,2001,female,25-34 years,21.0,549756.0,3.82,Bulgaria2001,,14075616789.0,1854.0,Generation X
Bulgaria,2001,female,5-14 years,4.0,429090.0,0.93,Bulgaria2001,,14075616789.0,1854.0,Millenials
Bulgaria,2001,male,5-14 years,4.0,451423.0,0.89,Bulgaria2001,,14075616789.0,1854.0,Millenials
Bulgaria,2002,male,75+ years,181.0,198560.0,91.16,Bulgaria2002,,16276456428.0,2157.0,Silent
Bulgaria,2002,male,55-74 years,328.0,804080.0,40.79,Bulgaria2002,,16276456428.0,2157.0,Silent
Bulgaria,2002,female,75+ years,95.0,308008.0,30.84,Bulgaria2002,,16276456428.0,2157.0,Silent
Bulgaria,2002,male,35-54 years,315.0,1087841.0,28.96,Bulgaria2002,,16276456428.0,2157.0,Boomers
