country,year,suicides/100k_pop
Japan,1987,295.29
Japan,1988,284.72
Japan,1989,263.42
Japan,1990,246.37
Japan,1991,234.51
Japan,1992,240.28
Japan,1993,224.1
Japan,1994,228.95
Japan,1995,228.13
Japan,1996,228.48
Japan,1997,237.38
Japan,1998,306.6
Japan,1999,298.9
Japan,2000,278.52
Japan,2001,267.16
Japan,2002,265.84
Japan,2003,279.40999999999997
Japan,2004,266.25
Japan,2005,266.89
Japan,2006,262.24
Japan,2007,268.76
Japan,2008,265.32
Japan,2009,266.69
Japan,2010,255.48
Japan,2011,252.41
Japan,2012,233.7
Japan,2013,231.16
Japan,2014,218.21
Japan,2015,206.04
Kazakhstan,1990,334.12
Kazakhstan,1991,318.65999999999997
Kazakhstan,1992,323.53
Kazakhstan,1993,376.49
Kazakhstan,1994,414.68
Kazakhstan,1995,454.67
Kazakhstan,1996,452.84
Kazakhstan,1997,433.74
Kazakhstan,1998,440.52
Kazakhstan,1999,407.73
Kazakhstan,2000,426.05
Kazakhstan,2001,422.49
Kazakhstan,2002,405.89
Kazakhstan,2003,411.71
Kazakhstan,2004,413.86
Kazakhstan,2005,357.8
Kazakhstan,2006,374.73
Kazakhstan,2007,375.63
Kazakhstan,2008,366.94
Kazakhstan,2009,330.07
Kazakhstan,2010,320.81
Kazakhstan,2011,293.76
Kazakhstan,2012,271.02
Kazakhstan,2013,296.67
Kazakhstan,2014,257.09
Kazakhstan,2015,238.01999999999998
Kiribati,1991,181.54
Kiribati,1992,81.78
Kiribati,1993,204.22
Kiribati,1994,150.4
Kiribati,1995,56.71
Kiribati,1996,77.35
Kiribati,1997,76.06
Kiribati,1998,50.45
Kiribati,1999,0.0
Kiribati,2000,0.0
Kiribati,2001,0.0
Kuwait,1985,11.2
Kuwait,1986,8.74
Kuwait,1987,11.47
Kuwait,1993,13.01
Kuwait,1994,18.47
Kuwait,1995,12.74
Kuwait,1996,18.33
Kuwait,1997,19.94
Kuwait,1998,16.21
Kuwait,1999,16.82
Kuwait,2000,15.23
Kuwait,2001,9.13
Kuwait,2002,14.56
Kuwait,2003,16.44
Kuwait,2004,17.26
Kuwait,2005,18.18
Kuwait,2006,15.83
Kuwait,2007,13.02
Kuwait,2008,11.76
Kuwait,2009,14.81
Kuwait,2010,10.040000000000001
Kuwait,2011,11.41
Kuwait,2012,15.59
Kuwait,2013,9.879999999999999
Kuwait,2014,15.86
Kyrgyzstan,1990,247.07
Kyrgyzstan,1991,246.59
Kyrgyzstan,1992,221.42
Kyrgyzstan,1993,258.79
Kyrgyzstan,1994,254.31
Kyrgyzstan,1995,239.77
Kyrgyzstan,1996,206.54
Kyrgyzstan,1997,190.85
Kyrgyzstan,1998,184.94
Kyrgyzstan,1999,191.44
Kyrgyzstan,2000,182.63
Kyrgyzstan,2001,193.29999999999998
Kyrgyzstan,2002,173.11
Kyrgyzstan,2003,137.86
Kyrgyzstan,2004,141.33
Kyrgyzstan,2005,135.48
Kyrgyzstan,2006,145.99
Kyrgyzstan,2007,125.89
Kyrgyzstan,2008,135.96
Kyrgyzstan,2009,113.28
Kyrgyzstan,2010,143.20000000000002
Kyrgyzstan,2011,126.89
Kyrgyzstan,2012,140.66
Kyrgyzstan,2013,109.84
Kyrgyzstan,2014,111.79
Kyrgyzstan,2015,98.37
Latvia,1995,545.62
Latvia,1996,492.01
Latvia,1997,492.57
Latvia,1998,441.84
Latvia,1999,420.40999999999997
Latvia,2000,453.2
Latvia,2001,383.49
Latvia,2002,367.76
Latvia,2003,361.63
Latvia,2004,328.38
Latvia,2005,312.06
Latvia,2006,288.9
Latvia,2007,295.75
Latvia,2008,323.69
Latvia,2009,307.8
Latvia,2010,259.34000000000003
Latvia,2011,288.75
Latvia,2012,267.68
Latvia,2013,242.19
Latvia,2014,248.81
Latvia,2015,251.47
Lithuania,1995,639.3
Lithuania,1996,595.61
Lithuania,1997,565.44
Lithuania,1998,566.36
Lithuania,1999,561.53
Lithuania,2000,571.8000000000001
Lithuania,2001,568.98
Lithuania,2002,555.62
Lithuania,2003,530.52
Lithuania,2004,503.37
Lithuania,2005,485.78999999999996
Lithuania,2006,400.57
Lithuania,2007,406.79
Lithuania,2008,430.05
Lithuania,2009,437.07
Lithuania,2010,395.24
Lithuania,2011,407.69
Lithuania,2012,374.12
Lithuania,2013,444.56
Lithuania,2014,401.27
Lithuania,2015,385.48
Lithuania,2016,361.72
Luxembourg,1985,247.39
Luxembourg,1986,183.05
Luxembourg,1987,243.24
Luxembourg,1988,211.5
Luxembourg,1989,261.32
Luxembourg,1990,233.34
Luxembourg,1991,280.83
Luxembourg,1992,228.37
Luxembourg,1993,207.96
Luxembourg,1994,277.24
Luxembourg,1995,210.07999999999998
Luxembourg,1996,229.25
Luxembourg,1997,307.6
Luxembourg,1998,201.25
Luxembourg,1999,211.99
Luxembourg,2000,222.64
Luxembourg,2001,239.82
Luxembourg,2002,264.14
Luxembourg,2003,164.37
Luxembourg,2004,189.54
Luxembourg,2005,159.07
Luxembourg,2006,183.79
Luxembourg,2007,183.89000000000001
Luxembourg,2008,112.31
Luxembourg,2009,110.95
Luxembourg,2010,141.16
Luxembourg,2011,136.53
Luxembourg,2012,140.18
Luxembourg,2013,91.48
Luxembourg,2014,147.88
Luxembourg,2015,134.4
Macau,1994,171.74
Maldives,2000,0.0
Maldives,2001,110.49
Maldives,2002,9.84
Maldives,2003,15.52
Maldives,2004,3.74
Maldives,2005,2.75
Maldives,2007,14.36
Maldives,2008,0.0
Maldives,2010,1.99
Maldives,2011,5.39
Malta,1985,8.76
Malta,1986,3.61
Malta,1987,18.87
Malta,1988,28.61
Malta,1989,89.96000000000001
Malta,1990,23.75
Malta,1991,30.34
Malta,1992,87.14
Malta,1993,47.54
Malta,1994,64.69
Malta,1995,47.02
Malta,1996,47.43
Malta,1997,70.68
Malta,1998,30.63
Malta,1999,91.76
Malta,2000,78.05
Malta,2001,85.28999999999999
Malta,2002,55.28
Malta,2003,74.94
Malta,2004,85.82000000000001
Malta,2005,67.94
Malta,2006,87.21000000000001
Malta,2007,73.84
Malta,2008,38.68
Malta,2009,107.12
Malta,2010,82.11
Malta,2011,47.5
Malta,2012,59.87
Malta,2013,57.22
Malta,2014,102.08
Malta,2015,78.27
Mauritius,1985,143.13
Mauritius,1986,30.07
Mauritius,1987,171.94
Mauritius,1988,246.11
Mauritius,1989,211.64000000000001
Mauritius,1990,163.18
Mauritius,1991,196.79
Mauritius,1992,198.99
Mauritius,1993,174.99
Mauritius,1994,154.65
Mauritius,1995,182.65
Mauritius,1996,166.14000000000001
Mauritius,1997,143.57
Mauritius,1998,154.77
Mauritius,1999,186.04
Mauritius,2000,140.82
Mauritius,2001,121.83999999999999
Mauritius,2002,131.9
Mauritius,2003,94.02
Mauritius,2004,100.99
Mauritius,2005,102.51
Mauritius,2006,163.68
Mauritius,2007,141.45
Mauritius,2008,78.13
Mauritius,2009,106.07
Mauritius,2010,111.83
Mauritius,2011,120.04
Mauritius,2012,114.25
Mauritius,2013,97.67
Mauritius,2014,115.45
Mauritius,2015,99.97
Mauritius,2016,99.3
Mexico,1985,38.17
Mexico,1986,45.74
Mexico,1987,41.43
Mexico,1988,42.22
Mexico,1989,48.26
Mexico,1990,48.85
Mexico,1991,47.69
Mexico,1992,52.07
Mexico,1993,52.0
Mexico,1994,55.92
Mexico,1995,59.09
Mexico,1996,56.33
Mexico,1997,57.07
Mexico,1998,56.84
Mexico,1999,54.89
Mexico,2000,54.89
Mexico,2001,63.3
Mexico,2002,58.36
Mexico,2003,63.0
Mexico,2004,60.75
Mexico,2005,62.22
Mexico,2006,59.22
Mexico,2007,58.01
Mexico,2008,60.83
Mexico,2009,64.14
Mexico,2010,61.01
Mexico,2011,65.52
Mexico,2012,63.43
Mexico,2013,64.99
Mexico,2014,68.38
Mexico,2015,66.57
Mongolia,2016,184.39
Montenegro,2000,0.0
Montenegro,2001,0.0
Montenegro,2002,0.0
Montenegro,2003,0.0
Montenegro,2004,0.0
Montenegro,2005,274.48
Montenegro,2006,0.0
Montenegro,2007,335.53
Montenegro,2008,308.09000000000003
Montenegro,2009,275.93
Netherlands,1985,159.89000000000001
Netherlands,1986,158.28
Netherlands,1987,157.17000000000002
Netherlands,1988,147.6
Netherlands,1989,136.01
Netherlands,1990,136.17
Netherlands,1991,150.49
Netherlands,1992,143.49
Netherlands,1993,135.98
Netherlands,1994,136.96
Netherlands,1995,125.02
Netherlands,1996,135.07
Netherlands,1997,136.57
Netherlands,1998,128.5
Netherlands,1999,123.16
Netherlands,2000,118.99
Netherlands,2001,116.3
Netherlands,2002,119.73
Netherlands,2003,113.33
Netherlands,2004,111.16
Netherlands,2005,113.28
Netherlands,2006,113.19
Netherlands,2007,97.44
Netherlands,2008,102.09
Netherlands,2009,108.3
Netherlands,2010,109.49000000000001
Netherlands,2011,113.08
Netherlands,2012,118.51
Netherlands,2013,125.53
Netherlands,2014,121.42
Netherlands,2015,126.93
Netherlands,2016,127.39
New Zealand,1985,153.64
New Zealand,1986,178.67
New Zealand,1987,210.52
New Zealand,1988,205.03
New Zealand,1989,190.62
New Zealand,1990,186.57
New Zealand,1991,175.48
New Zealand,1992,183.59
New Zealand,1993,163.98
New Zealand,1994,198.63
New Zealand,1995,199.42000000000002
New Zealand,1996,195.13
New Zealand,1997,198.28
New Zealand,1998,201.07
New Zealand,1999,176.8
New Zealand,2000,157.54
New Zealand,2001,179.9
New Zealand,2002,152.03
New Zealand,2003,172.35
New Zealand,2004,163.41
New Zealand,2005,157.93
New Zealand,2006,156.74
New Zealand,2007,148.19
New Zealand,2008,151.78
New Zealand,2009,153.0
New Zealand,2010,152.62
New Zealand,2011,142.82
New Zealand,2012,158.03
New Zealand,2013,144.55
Nicaragua,2010,88.74
Nicaragua,2011,89.55
Nicaragua,2012,72.29
Nicaragua,2013,80.97
Nicaragua,2014,71.4
Nicaragua,2015,69.87
Norway,1986,163.62
Norway,1987,191.56
Norway,1988,208.5
Norway,1989,197.89000000000001
Norway,1990,191.31
Norway,1991,194.82
Norway,1992,181.64000000000001
Norway,1993,178.05
Norway,1994,150.53
Norway,1995,156.35
Norway,1996,153.93
Norway,1997,158.61
Norway,1998,153.66
Norway,1999,163.33
Norway,2000,150.32999999999998
Norway,2001,154.29
Norway,2002,141.0
Norway,2003,138.07999999999998
Norway,2004,141.37
Norway,2005,142.09
Norway,2006,142.67
Norway,2007,127.77
Norway,2008,132.03
Norway,2009,145.74
Norway,2010,136.43
Norway,2011,146.49
Norway,2012,126.0
Norway,2013,127.01
Norway,2014,127.22999999999999
Norway,2015,136.43
Oman,2009,21.19
Oman,2010,3.8000000000000003
Oman,2014,1.51
Panama,1985,51.06
Panama,1986,60.91
Panama,1987,67.06
Panama,1988,60.19
Panama,1989,55.29
Panama,1996,66.38
Panama,1997,83.19
Panama,1998,76.69
Panama,1999,77.63
Panama,2000,85.58
Panama,2001,86.77
Panama,2002,78.94
Panama,2003,97.24
Panama,2004,81.76
Panama,2005,77.81
Panama,2006,91.63
Panama,2007,71.9
Panama,2008,73.3
Panama,2009,68.29
Panama,2010,64.0
Panama,2011,62.730000000000004
Panama,2012,55.52
Panama,2013,49.31
Panama,2014,55.980000000000004
Panama,2015,44.9
Paraguay,1985,39.42
Paraguay,1986,26.759999999999998
Paraguay,1987,36.6
Paraguay,1989,35.33
Paraguay,1990,45.01
Paraguay,1991,27.14
Paraguay,1994,44.46
Paraguay,1995,40.33
Paraguay,1996,33.46
Paraguay,1997,35.58
Paraguay,1998,48.55
Paraguay,1999,44.42
Paraguay,2000,42.78
Paraguay,2001,56.52
Paraguay,2002,43.45
Paraguay,2003,51.35
Paraguay,2004,65.44
Paraguay,2005,62.81
Paraguay,2006,65.57000000000001
Paraguay,2007,62.51
Paraguay,2008,58.32
Paraguay,2009,67.33
Paraguay,2010,54.56
Paraguay,2011,67.83
Paraguay,2012,63.3
Paraguay,2013,75.39
Paraguay,2014,72.15
Philippines,1992,9.81
Philippines,1993,21.97
Philippines,1997,20.24
Philippines,1998,22.05
Philippines,1999,24.88
Philippines,2000,32.21
Philippines,2001,27.08
Philippines,2002,28.54
Philippines,2003,33.41
Philippines,2006,36.66
Philippines,2007,29.169999999999998
Philippines,2008,33.05
Philippines,2009,34.89
Philippines,2010,36.96
Philippines,2011,44.910000000000004
Poland,1990,172.64000000000001
Poland,1991,180.27
Poland,1992,194.43
Poland,1993,187.85
Poland,1994,185.96
Poland,1995,181.7
Poland,1996,178.21
Poland,1999,184.15
Poland,2000,191.01000000000002
Poland,2001,180.65
Poland,2002,183.27
Poland,2003,180.15
Poland,2004,187.74
Poland,2005,186.04
Poland,2006,182.85
Poland,2007,166.47
Poland,2008,177.38
Poland,2009,197.1
Poland,2010,190.64
Poland,2011,183.86
Poland,2012,192.37
Poland,2013,187.59
Poland,2014,178.3
Poland,2015,166.99
Portugal,1985,164.82
Portugal,1986,165.53
Portugal,1987,171.32999999999998
Portugal,1988,137.75
Portugal,1989,130.32
Portugal,1990,150.21
Portugal,1991,165.16
Portugal,1992,148.29999999999998
Portugal,1993,125.83
Portugal,1994,123.82000000000001
Portugal,1995,128.93
Portugal,1996,115.77000000000001
Portugal,1997,102.17999999999999
Portugal,1998,87.06
Portugal,1999,89.46
Portugal,2000,85.88
Portugal,2001,115.73
Portugal,2002,171.82999999999998
Portugal,2003,166.46
Portugal,2007,143.55
Portugal,2008,141.02
Portugal,2009,139.7
Portugal,2010,148.84
Portugal,2011,127.86
Portugal,2012,139.4
Portugal,2013,132.73
Portugal,2014,153.89000000000001
Puerto Rico,1985,154.61
Puerto Rico,1986,178.23000000000002
Puerto Rico,1987,143.76
Puerto Rico,1988,161.69
Puerto Rico,1989,169.54
Puerto Rico,1990,181.58
Puerto Rico,1991,184.81
Puerto Rico,1992,135.31
Puerto Rico,1993,151.25
Puerto Rico,1994,147.28
Puerto Rico,1995,120.87
Puerto Rico,1996,139.81
Puerto Rico,1997,99.26
Puerto Rico,1998,131.07
Puerto Rico,1999,117.31
Puerto Rico,2000,108.26
Puerto Rico,2001,106.89
Puerto Rico,2002,91.59
Puerto Rico,2003,96.99
Puerto Rico,2004,108.95
Puerto Rico,2005,105.11
Puerto Rico,2006,95.3
Puerto Rico,2007,93.08
Puerto Rico,2008,107.08
Puerto Rico,2009,124.89999999999999
Puerto Rico,2010,103.84
Puerto Rico,2011,90.55
Puerto Rico,2012,87.10000000000001
Puerto Rico,2013,90.59
Puerto Rico,2014,77.09
Puerto Rico,2015,85.58
Qatar,1995,0.0
Qatar,2001,27.3
Qatar,2004,15.25
Qatar,2005,18.8
Qatar,2006,87.30000000000001
Qatar,2007,28.61
Qatar,2008,13.55
Qatar,2009,19.900000000000002
Qatar,2010,12.83
Qatar,2011,18.85
Qatar,2012,13.27
Qatar,2013,8.23
Qatar,2014,18.99
Qatar,2015,18.84
Qatar,2016,16.43
Republic of Korea,1985,146.65
Republic of Korea,1986,143.31
Republic of Korea,1987,128.24
Republic of Korea,1988,114.58
Republic of Korea,1989,121.4
Republic of Korea,1990,120.53
Republic of Korea,1991,116.17999999999999
Republic of Korea,1992,127.39
Republic of Korea,1993,159.48
Republic of Korea,1994,165.4
Republic of Korea,1995,179.28
Republic of Korea,1996,216.98999999999998
Republic of Korea,1997,226.8
Republic of Korea,1998,302.32
Republic of Korea,1999,257.52
Republic of Korea,2000,248.59
Republic of Korea,2001,273.54
Republic of Korea,2002,361.04
Republic of Korea,2003,454.12
Republic of Korea,2004,469.7
Republic of Korea,2005,479.04
Republic of Korea,2006,420.46
Republic of Korea,2007,466.54
Republic of Korea,2008,452.28
Republic of Korea,2009,519.52
Republic of Korea,2010,518.2
Republic of Korea,2011,515.05
Republic of Korea,2012,443.26
Republic of Korea,2013,428.57
Republic of Korea,2014,385.33
Republic of Korea,2015,389.14
Romania,1989,157.77
Romania,1990,125.92
Romania,1991,133.38
Romania,1992,164.18
Romania,1993,162.07
Romania,1994,172.78
Romania,1995,156.18
Romania,1996,159.98000000000002
Romania,1997,161.6
Romania,1998,161.29
Romania,1999,158.27
Romania,2000,159.19
Romania,2001,149.10999999999999
Romania,2002,173.6
Romania,2003,159.71
Romania,2004,151.19
Romania,2005,146.01
Romania,2006,149.09
Romania,2007,136.06
Romania,2008,140.4
Romania,2009,144.02
Romania,2010,150.04
Romania,2011,138.78
Romania,2012,142.03
Romania,2013,137.99
Romania,2014,131.03
Romania,2015,133.54999999999998
Romania,2016,116.33
Russian Federation,1989,398.82
Russian Federation,1990,399.17
Russian Federation,1991,396.4
Russian Federation,1992,437.48
Russian Federation,1993,522.0600000000001
Russian Federation,1994,567.64
Russian Federation,1995,547.38
Russian Federation,1996,526.28
Russian Federation,1997,508.09
Russian Federation,1998,474.74
Russian Federation,1999,510.13
Russian Federation,2000,504.47
Russian Federation,2001,504.65000000000003
Russian Federation,2002,488.55
Russian Federation,2003,468.90999999999997
Russian Federation,2004,447.61
Russian Federation,2005,420.34000000000003
Russian Federation,2006,401.31
Russian Federation,2007,386.99
Russian Federation,2008,366.8
Russian Federation,2009,352.8
Russian Federation,2010,319.21000000000004
Russian Federation,2011,299.68
Russian Federation,2012,285.51
Russian Federation,2013,273.97
Russian Federation,2014,259.21999999999997
Russian Federation,2015,236.92
Saint Kitts and Nevis,1990,0.0
Saint Kitts and Nevis,1991,0.0
Saint Kitts and Nevis,1992,0.0
Saint Lucia,1986,59.95
Saint Lucia,1987,141.42
Saint Lucia,1988,182.21
Saint Lucia,1989,88.91
Saint Lucia,1990,26.919999999999998
Saint Lucia,1991,104.09
Saint Lucia,1992,98.11
Saint Lucia,1993,75.28
Saint Lucia,1994,45.8
Saint Lucia,1995,81.71
Saint Lucia,1996,61.03
Saint Lucia,1997,117.53999999999999
Saint Lucia,1998,119.03
Saint Lucia,1999,74.94
Saint Lucia,2000,197.86
Saint Lucia,2001,59.08
Saint Lucia,2002,187.51999999999998
Saint Lucia,2003,133.26
Saint Lucia,2004,66.17
Saint Lucia,2005,24.82
Saint Lucia,2006,17.83
Saint Lucia,2008,0.0
Saint Lucia,2009,82.32
Saint Lucia,2010,30.31
Saint Lucia,2011,53.32
Saint Lucia,2012,85.03
Saint Lucia,2013,114.1
Saint Lucia,2014,91.56
Saint Vincent and Grenadines,1985,32.79
Saint Vincent and Grenadines,1986,0.0
Saint Vincent and Grenadines,1987,0.0
Saint Vincent and Grenadines,1990,72.06
Saint Vincent and Grenadines,1995,85.41
Saint Vincent and Grenadines,1996,85.06
Saint Vincent and Grenadines,1997,30.02
Saint Vincent and Grenadines,1998,194.42000000000002
Saint Vincent and Grenadines,1999,65.8
Saint Vincent and Grenadines,2000,44.11
Saint Vincent and Grenadines,2001,160.66
Saint Vincent and Grenadines,2002,202.92999999999998
Saint Vincent and Grenadines,2003,50.91
Saint Vincent and Grenadines,2004,46.46
Saint Vincent and Grenadines,2005,72.11
Saint Vincent and Grenadines,2006,122.07
Saint Vincent and Grenadines,2007,102.39
Saint Vincent and Grenadines,2008,40.29
Saint Vincent and Grenadines,2009,11.18
Saint Vincent and Grenadines,2010,54.83
Saint Vincent and Grenadines,2011,46.980000000000004
Saint Vincent and Grenadines,2012,97.29
Saint Vincent and Grenadines,2013,0.0
Saint Vincent and Grenadines,2014,80.78
Saint Vincent and Grenadines,2015,28.08
San Marino,1999,64.35000000000001
San Marino,2000,47.26
San Marino,2005,34.01
Serbia,1998,307.05
Serbia,1999,344.73
Serbia,2000,324.16
Serbia,2001,297.0
Serbia,2002,295.91
Serbia,2003,271.27
Serbia,2004,262.51
Serbia,2005,286.32
Serbia,2006,286.07
Serbia,2007,258.45
Serbia,2008,242.61
Serbia,2009,258.43
Serbia,2010,234.48
Serbia,2011,243.45
Serbia,2012,234.53
Serbia,2013,217.73
Serbia,2014,216.78
Serbia,2015,205.97
Seychelles,1985,156.18
Seychelles,1986,23.26
Seychelles,1987,60.72
Seychelles,2001,87.57
Seychelles,2002,154.12
Seychelles,2003,100.0
Seychelles,2004,63.27
Seychelles,2005,71.5
Seychelles,2006,275.75
Seychelles,2007,147.64000000000001
Seychelles,2008,39.07
Seychelles,2009,43.81
Seychelles,2010,51.989999999999995
Seychelles,2011,51.339999999999996
Seychelles,2012,33.5
Seychelles,2013,131.4
Seychelles,2014,43.33
Seychelles,2015,81.25
Singapore,1985,353.36
Singapore,1986,324.61
Singapore,1987,273.56
Singapore,1988,360.19
Singapore,1989,354.11
Singapore,1990,272.03000000000003
Singapore,1991,229.38
Singapore,1992,205.42
Singapore,1993,235.14000000000001
Singapore,1994,246.85
Singapore,1995,282.76
Singapore,1996,208.94
Singapore,1997,206.65
Singapore,1998,215.36
Singapore,1999,166.45
Singapore,2000,164.34
Singapore,2001,167.8
Singapore,2002,172.39
Singapore,2003,172.74
Singapore,2004,167.48
Singapore,2005,180.33
Singapore,2006,148.75
Singapore,2007,165.76
Singapore,2008,150.25
Singapore,2009,149.58
Singapore,2010,129.23
Singapore,2011,116.96000000000001
Singapore,2012,141.62
Singapore,2013,137.87
Singapore,2014,131.78
Singapore,2015,109.28999999999999
Slovakia,1992,214.23
Slovakia,1993,195.34
Slovakia,1994,185.04000000000002
Slovakia,1995,198.7
Slovakia,1996,174.5
Slovakia,1997,164.1
Slovakia,1998,161.84
Slovakia,1999,172.08
Slovakia,2000,180.07999999999998
Slovakia,2001,171.88
Slovakia,2002,191.77
Slovakia,2003,169.16
Slovakia,2004,150.9
Slovakia,2005,165.37
Slovakia,2006,0.0
Slovakia,2007,0.0
Slovakia,2008,134.2
Slovakia,2009,139.08
Slovakia,2010,143.68
Slovakia,2012,129.48
Slovakia,2013,143.91
Slovakia,2014,132.82
Slovenia,1995,393.87
Slovenia,1996,421.11
Slovenia,1997,410.1
Slovenia,1998,413.6
Slovenia,1999,393.36
Slovenia,2000,404.12
Slovenia,2001,423.4
Slovenia,2002,354.3
Slovenia,2003,376.56
Slovenia,2004,298.48
Slovenia,2005,337.40999999999997
Slovenia,2006,347.87
Slovenia,2007,291.45
Slovenia,2008,263.09
Slovenia,2009,268.71
Slovenia,2010,265.59000000000003
Slovenia,2011,281.66
Slovenia,2012,279.74
Slovenia,2013,283.02
Slovenia,2014,240.37
Slovenia,2015,264.81
South Africa,1996,8.03
South Africa,1997,4.95
South Africa,1998,7.7
South Africa,1999,10.87
South Africa,2000,9.54
South Africa,2001,12.43
South Africa,2002,6.9799999999999995
South Africa,2003,9.24
South Africa,2004,12.63
South Africa,2005,15.290000000000001
South Africa,2006,17.92
South Africa,2007,12.12
South Africa,2008,14.14
South Africa,2009,10.71
South Africa,2010,13.09
South Africa,2011,9.31
South Africa,2012,13.56
South Africa,2013,14.9
South Africa,2014,15.08
South Africa,2015,13.0
Spain,1985,114.93
Spain,1986,119.83
Spain,1987,122.14
Spain,1988,127.28
Spain,1989,126.49000000000001
Spain,1990,129.24
Spain,1991,121.83999999999999
Spain,1992,119.01
Spain,1993,120.85000000000001
Spain,1994,124.32000000000001
Spain,1995,123.81
Spain,1996,126.53
Spain,1997,131.32
Spain,1998,124.04
Spain,1999,119.08
Spain,2000,122.21000000000001
Spain,2001,112.4
Spain,2002,115.64
Spain,2003,116.49
Spain,2004,112.63000000000001
Spain,2005,107.66
Spain,2006,99.86999999999999
Spain,2007,98.95
Spain,2008,98.52
Spain,2009,98.02
Spain,2010,87.44
Spain,2011,88.59
Spain,2012,96.88
Spain,2013,101.32
Spain,2014,104.35000000000001
Spain,2015,97.38000000000001
Sri Lanka,1985,558.72
Sri Lanka,1986,529.8
Sri Lanka,1996,395.71000000000004
Sri Lanka,1997,472.09999999999997
Sri Lanka,1998,451.15
Sri Lanka,1999,445.24
Sri Lanka,2000,427.29
Sri Lanka,2001,358.06
Sri Lanka,2002,339.41
Sri Lanka,2003,352.75
Sri Lanka,2006,328.73
Suriname,1985,470.84
Suriname,1986,211.99
Suriname,1987,251.7
Suriname,1988,209.72
Suriname,1989,212.12
Suriname,1990,214.09
Suriname,1991,215.46
Suriname,1992,137.96
Suriname,1995,182.52
Suriname,1996,84.27
Suriname,1997,115.69
Suriname,1998,101.95
Suriname,1999,216.70000000000002
Suriname,2000,127.92999999999999
Suriname,2001,218.09
Suriname,2002,214.23
Suriname,2003,246.0
Suriname,2004,202.1
Suriname,2005,211.17
Suriname,2006,298.26
Suriname,2007,356.14
Suriname,2008,416.82
Suriname,2009,369.71
Suriname,2010,425.3
Suriname,2011,353.31
Suriname,2012,454.11
Suriname,2013,286.8
Suriname,2014,357.34000000000003
Sweden,1987,230.91
Sweden,1988,231.67
Sweden,1989,238.34
Sweden,1990,222.05
Sweden,1991,217.54
Sweden,1992,200.78
Sweden,1993,200.97
Sweden,1994,195.69
Sweden,1995,191.72
Sweden,1996,178.24
Sweden,1997,167.19
Sweden,1998,175.8
Sweden,1999,172.64
Sweden,2000,162.5
Sweden,2001,167.49
Sweden,2002,162.71
Sweden,2003,153.41
Sweden,2004,157.41
Sweden,2005,164.62
Sweden,2006,160.76
Sweden,2007,147.39
Sweden,2008,155.68
Sweden,2009,160.4
Sweden,2010,146.54
Sweden,2011,141.77
Sweden,2012,148.10999999999999
Sweden,2013,158.20000000000002
Sweden,2014,149.05
Sweden,2015,149.3
Sweden,2016,138.84
Switzerland,1995,283.07
Switzerland,1996,279.89
Switzerland,1997,266.77
Switzerland,1998,273.42
Switzerland,1999,251.98
Switzerland,2000,266.2
Switzerland,2001,261.69
Switzerland,2002,273.7
Switzerland,2003,242.66
Switzerland,2004,242.27
Switzerland,2005,246.19
Switzerland,2006,241.63
Switzerland,2007,255.81
Switzerland,2008,237.51
Switzerland,2009,180.13
Switzerland,2010,160.52
Switzerland,2011,168.22
Switzerland,2012,165.39
Switzerland,2013,170.26
Switzerland,2014,162.1
Switzerland,2015,164.66
Thailand,1985,82.53999999999999
Thailand,1986,71.91
Thailand,1987,81.82000000000001
Thailand,1990,95.92
Thailand,1991,86.46
Thailand,1992,83.1
Thailand,1994,56.27
Thailand,1995,93.52000000000001
Thailand,1996,93.05
Thailand,1997,86.37
Thailand,1998,99.56
Thailand,1999,109.03
Thailand,2000,106.1
Thailand,2002,103.12
Thailand,2003,91.16
Thailand,2004,86.06
Thailand,2005,77.99
Thailand,2006,69.04
Thailand,2007,79.14
Thailand,2008,78.18
Thailand,2009,78.56
Thailand,2010,80.5
Thailand,2011,77.59
Thailand,2012,80.69
Thailand,2013,79.56
Thailand,2014,76.96000000000001
Thailand,2015,81.15
Thailand,2016,77.32
Trinidad and Tobago,1985,30.169999999999998
Trinidad and Tobago,1986,123.13
Trinidad and Tobago,1987,155.54
Trinidad and Tobago,1988,228.75
Trinidad and Tobago,1989,198.16
Trinidad and Tobago,1990,186.38
Trinidad and Tobago,1991,153.54
Trinidad and Tobago,1992,194.39000000000001
Trinidad and Tobago,1993,161.53
Trinidad and Tobago,1994,159.4
Trinidad and Tobago,1995,242.93
Trinidad and Tobago,1996,196.35999999999999
Trinidad and Tobago,1997,189.39000000000001
Trinidad and Tobago,1998,196.04
Trinidad and Tobago,1999,145.32
Trinidad and Tobago,2000,198.32
Trinidad and Tobago,2001,205.33
Trinidad and Tobago,2002,159.01
Trinidad and Tobago,2003,158.25
Trinidad and Tobago,2004,188.28
Trinidad and Tobago,2005,144.14000000000001
Trinidad and Tobago,2006,133.89000000000001
Trinidad and Tobago,2007,143.58
Trinidad and Tobago,2008,178.25
Trinidad and Tobago,2009,120.24
Trinidad and Tobago,2010,150.5
Trinidad and Tobago,2011,138.69
Turkey,2009,21.29
Turkey,2010,31.69
Turkey,2011,23.07
Turkey,2012,28.400000000000002
Turkey,2013,35.42
Turkey,2014,30.83
Turkey,2015,28.47
Turkmenistan,1987,173.61
Turkmenistan,1988,162.45
Turkmenistan,1989,135.33
Turkmenistan,1990,172.01
Turkmenistan,1991,126.94
